GEO_ID,NAME,S1901_C01_001E,S1901_C01_001M,S1901_C01_002E,S1901_C01_002M,S1901_C01_003E,S1901_C01_003M,S1901_C01_004E,S1901_C01_004M,S1901_C01_005E,S1901_C01_005M,S1901_C01_006E,S1901_C01_006M,S1901_C01_007E,S1901_C01_007M,S1901_C01_008E,S1901_C01_008M,S1901_C01_009E,S1901_C01_009M,S1901_C01_010E,S1901_C01_010M,S1901_C01_011E,S1901_C01_011M,S1901_C01_012E,S1901_C01_012M,S1901_C01_013E,S1901_C01_013M,S1901_C01_014E,S1901_C01_014M,S1901_C01_015E,S1901_C01_015M,S1901_C01_016E,S1901_C01_016M,S1901_C02_001E,S1901_C02_001M,S1901_C02_002E,S1901_C02_002M,S1901_C02_003E,S1901_C02_003M,S1901_C02_004E,S1901_C02_004M,S1901_C02_005E,S1901_C02_005M,S1901_C02_006E,S1901_C02_006M,S1901_C02_007E,S1901_C02_007M,S1901_C02_008E,S1901_C02_008M,S1901_C02_009E,S1901_C02_009M,S1901_C02_010E,S1901_C02_010M,S1901_C02_011E,S1901_C02_011M,S1901_C02_012E,S1901_C02_012M,S1901_C02_013E,S1901_C02_013M,S1901_C02_014E,S1901_C02_014M,S1901_C02_015E,S1901_C02_015M,S1901_C02_016E,S1901_C02_016M,S1901_C03_001E,S1901_C03_001M,S1901_C03_002E,S1901_C03_002M,S1901_C03_003E,S1901_C03_003M,S1901_C03_004E,S1901_C03_004M,S1901_C03_005E,S1901_C03_005M,S1901_C03_006E,S1901_C03_006M,S1901_C03_007E,S1901_C03_007M,S1901_C03_008E,S1901_C03_008M,S1901_C03_009E,S1901_C03_009M,S1901_C03_010E,S1901_C03_010M,S1901_C03_011E,S1901_C03_011M,S1901_C03_012E,S1901_C03_012M,S1901_C03_013E,S1901_C03_013M,S1901_C03_014E,S1901_C03_014M,S1901_C03_015E,S1901_C03_015M,S1901_C03_016E,S1901_C03_016M,S1901_C04_001E,S1901_C04_001M,S1901_C04_002E,S1901_C04_002M,S1901_C04_003E,S1901_C04_003M,S1901_C04_004E,S1901_C04_004M,S1901_C04_005E,S1901_C04_005M,S1901_C04_006E,S1901_C04_006M,S1901_C04_007E,S1901_C04_007M,S1901_C04_008E,S1901_C04_008M,S1901_C04_009E,S1901_C04_009M,S1901_C04_010E,S1901_C04_010M,S1901_C04_011E,S1901_C04_011M,S1901_C04_012E,S1901_C04_012M,S1901_C04_013E,S1901_C04_013M,S1901_C04_014E,S1901_C04_014M,S1901_C04_015E,S1901_C04_015M,S1901_C04_016E,S1901_C04_016M
860Z200US14217,ZCTA5 14217,10855,542,4,1.3,4.8,2,7.5,2.7,8.3,2.1,10.6,3.6,17.3,3,15.2,3.4,18.3,2.5,7.1,2,6.8,2.1,72205,6638,86015,5144,33.8,(X),(X),(X),(X),(X),5137,404,2.7,1.9,0.9,1,4.6,4.3,4,1.8,9.6,5.3,15.5,3.7,14.9,3.5,25.9,4.3,10.3,3.4,11.4,3.9,95959,9847,109840,9206,(X),(X),40.2,(X),(X),(X),3495,309,1.6,1.6,0,1.1,2.4,1.8,3.2,1.8,5.8,2.8,10.8,3.6,14.8,3,31.3,4.9,13.8,4.7,16.3,5.4,114131,4311,N,N,(X),(X),(X),(X),(X),(X),5718,568,5.2,1.8,8.3,3.6,10.2,3.1,12.8,3.8,11.7,4.7,19.9,4.4,16.2,5.4,10.2,2.8,3.4,1.7,1.9,1.6,53449,8656,61712,5132,(X),(X),(X),(X),27.5,(X)
860Z200US14218,ZCTA5 14218,8755,461,7.2,2.4,9.4,2.5,8.7,2.5,10.2,2.3,14.3,3.1,18,3.6,11.1,2.7,13.7,2.7,4.4,1.8,3.1,1.4,50484,5328,66354,4617,37.4,(X),(X),(X),(X),(X),4770,281,7.7,4.2,5.2,3.2,3.1,2.3,8.2,3.2,13.5,4.2,17.6,4.2,13,4.3,21,4.2,5.7,3,4.9,2.4,62347,10297,80229,6481,(X),(X),43.9,(X),(X),(X),2748,297,4,3,0.8,1,1.9,1,4.7,3.1,9.5,4.2,20,5,14.4,5.6,27.5,6.7,9.1,5.1,8.2,4.3,93279,12583,N,N,(X),(X),(X),(X),(X),(X),3985,524,9.7,4.1,14.5,4.2,15.9,4.6,10.2,2.7,14.9,4.8,19.7,5.7,8.5,2.9,5.8,3.3,0.3,0.4,0.6,0.7,33750,9462,45789,6385,(X),(X),(X),(X),28.8,(X)
860Z200US14219,ZCTA5 14219,5298,379,4.8,1.9,4.6,1.5,7.3,2,7.4,2.5,13.1,4.2,12.5,3.1,15.2,3.6,24.3,5.9,7.5,2.8,3.3,1.3,75465,6993,83065,5645,31.8,(X),(X),(X),(X),(X),3175,331,3,2,2.9,1.6,4.9,2.6,7.3,3.3,8.2,3,9.9,3.1,20.6,5.5,30.9,8,8.6,3.9,3.7,2,90656,9708,95080,7712,(X),(X),28.4,(X),(X),(X),2027,251,1.2,1.1,1.3,1.5,2.2,1.8,7.4,4,6.7,3.1,10.8,3.9,19.2,6,32.9,7.5,12.6,5.6,5.8,3.2,102361,12440,N,N,(X),(X),(X),(X),(X),(X),2123,277,7.5,3.8,7.6,3.2,10.9,3.5,8.8,3.5,22,8.4,15.6,5,8.4,4.1,12.2,6.4,4.9,3.4,2.1,1.4,46100,2788,60759,6174,(X),(X),(X),(X),36.2,(X)
860Z200US14220,ZCTA5 14220,10297,557,3.7,1.5,3,1.2,7.3,2.1,8,2.1,13.6,3.3,19.5,3.2,14.8,2.6,18.5,2.9,7.3,2.3,4.4,1.5,68337,6414,83687,5530,38.6,(X),(X),(X),(X),(X),5941,534,3.2,2.4,2.1,1.3,3.1,2,6.6,2.9,11.6,3.9,18.9,4.2,16.5,3.6,21.1,3.8,10.5,3.6,6.4,2.5,81793,8052,97314,8709,(X),(X),40.8,(X),(X),(X),3779,467,0.6,0.7,1.5,1.7,1.2,1.3,5.9,3.7,8.6,5,15.2,5.5,18.1,4.9,23.7,4.5,15.5,5.6,9.7,3.8,96920,12008,N,N,(X),(X),(X),(X),(X),(X),4356,425,7.4,3.2,4.7,2.4,12.7,3.9,9.7,3.2,14.8,4.2,21.6,4.4,12.7,3.7,13.1,4.6,2.4,1.6,0.9,1.1,51111,7460,60186,5493,(X),(X),(X),(X),32.7,(X)
860Z200US14221,ZCTA5 14221,24193,871,3.7,1.6,1.9,0.7,5.1,1.1,5.4,1.4,9.5,1.4,12,1.8,11.4,1.7,20.6,2,13.3,2,17,1.9,101275,4113,127872,7234,31.4,(X),(X),(X),(X),(X),14590,537,1.3,0.6,0.7,0.4,3,1.2,2.3,0.8,5.5,1.3,6.5,1.4,12.2,2.2,24.5,2.8,18.7,3,25.3,2.9,135398,6200,162569,9161,(X),(X),29.6,(X),(X),(X),12052,560,0.8,0.4,0.3,0.3,2.4,1.1,1.9,0.8,3.7,0.9,6.1,1.5,11.5,2.4,25.3,3.3,20.2,3.1,27.9,3,146474,11192,N,N,(X),(X),(X),(X),(X),(X),9603,811,7.5,3.7,3.8,1.6,8.4,2.1,10.3,3.2,15.8,3.2,21,3.6,10.1,2.4,14.8,2.9,4.4,1.6,4,1.3,53968,6032,72589,5918,(X),(X),(X),(X),34,(X)
860Z200US14222,ZCTA5 14222,6817,615,6.6,2.8,4.1,1.7,4.3,1.4,8,2.8,8,2.9,13.4,4.1,12.2,3,15.4,3.8,12.3,3.9,15.7,3.7,83692,9221,120237,11453,34.8,(X),(X),(X),(X),(X),2410,374,0.6,1,0,1.6,1.6,1.6,2,1.6,4.6,3.5,2.7,1.6,14.4,6.4,25.3,6.9,17.8,8.1,31,8.5,147986,18369,191980,25862,(X),(X),40.5,(X),(X),(X),1909,321,0,2.1,0,2.1,0,2.1,1.6,1.7,2.1,1.7,1,1.1,10.5,6.1,28.5,7.7,17.5,9.4,38.7,9.8,170611,20102,N,N,(X),(X),(X),(X),(X),(X),4407,596,9.9,4.1,6.3,2.7,5.8,2.1,11.2,4.2,10,3.9,19.3,5.9,11.3,3.6,10.7,3.9,9.3,4.6,6.2,3.1,64809,12217,79103,8776,(X),(X),(X),(X),31.5,(X)
860Z200US14223,ZCTA5 14223,10247,614,2.9,1.7,1,0.8,5.7,2.1,6.6,2.2,13.1,3.9,14.3,2.7,18.5,3.5,21.4,3.2,8.9,2,7.6,2.8,83528,3709,102204,10932,34.6,(X),(X),(X),(X),(X),6126,556,2.2,2.2,1.1,1.3,4.1,2.4,3.5,2,8.9,3.1,12.3,3.7,21.3,4.7,23.8,3.8,12.3,3.4,10.5,4.2,95922,6234,115583,13086,(X),(X),34.9,(X),(X),(X),4328,439,0.2,0.4,0.1,0.2,3.6,2.9,1.4,1.3,4.7,2,11.6,3.2,19.2,4.4,29.9,4.9,15.1,4.5,14.1,5.7,110326,13371,N,N,(X),(X),(X),(X),(X),(X),4121,594,4,2.7,1.2,1.2,10.4,4.1,12,4.5,18.4,7.2,21.2,5.6,12.1,4,15,5,3.4,2.3,2.3,1.7,55625,8695,75361,15754,(X),(X),(X),(X),33.8,(X)
860Z200US14224,ZCTA5 14224,18448,387,3.1,1,2.6,0.8,4.9,1.1,6.3,1.6,13.7,2.1,18.8,2.3,13.3,1.7,20.9,2.2,9.6,1.3,6.7,1.4,76250,4307,93145,3492,34.6,(X),(X),(X),(X),(X),10651,421,0.3,0.3,0.7,0.6,2.2,0.9,4.1,1.4,10.7,2.4,14.5,2.6,13.6,2.4,29.2,3.6,15.2,2.4,9.4,2.2,104649,5771,116212,4927,(X),(X),35.3,(X),(X),(X),7898,470,0.1,0.1,0.3,0.2,1.2,0.7,1.7,0.7,7.2,2.3,12.8,3,14,2.8,33.5,4.2,17.2,2.8,12.1,3,120261,5490,N,N,(X),(X),(X),(X),(X),(X),7797,567,7.1,2.3,5.2,1.8,9.3,2.2,10.7,3.2,19,4.1,24.1,4.1,11.7,2.4,9.1,2.5,1.5,0.7,2.3,1.4,48661,4857,58190,3544,(X),(X),(X),(X),32.7,(X)
860Z200US14225,ZCTA5 14225,15739,691,3.8,1.3,2.5,0.7,7.7,1.9,9.3,2,14.7,2.1,19.3,2.6,13,2.1,21.3,2.8,5.1,0.9,3.3,1,65562,4099,78542,4007,37.2,(X),(X),(X),(X),(X),8465,487,2,1.4,1.5,0.9,3.4,1.3,7.2,2.8,12.7,2.8,19.6,3,17,3.3,25.3,2.9,6.6,1.6,4.7,1.5,79441,4616,92079,6538,(X),(X),39.5,(X),(X),(X),5561,437,0.8,0.7,0.6,0.7,2.2,1.2,4.9,1.7,9.5,2.5,16.3,3.3,18.6,4.2,32,4.2,9.2,2.3,5.7,2.2,94989,6589,N,N,(X),(X),(X),(X),(X),(X),7274,726,6.5,2.4,4.4,1.2,13,3.7,11.1,2.6,17.7,3.9,19.3,4.3,8.9,2.5,14.9,5.2,2.5,1,1.8,1.3,48364,3909,59849,4668,(X),(X),(X),(X),33.9,(X)
860Z200US14226,ZCTA5 14226,12614,547,4.4,1.7,4.2,1.7,4.2,1.8,7.4,2.3,9.2,2.2,14.6,2.4,14.2,2.5,16.5,2.4,10.2,2.1,15.1,2.4,83023,4072,116922,10839,36.6,(X),(X),(X),(X),(X),7139,477,1.7,1.5,1.7,1.5,2.9,2.2,1.6,1,4.2,1.8,11.8,3.4,17.8,3.6,19.5,3.1,14.6,3.1,24.1,3.8,117654,10883,154876,15976,(X),(X),36.5,(X),(X),(X),5402,427,1.3,1.6,0.6,0.9,0,0.7,1.5,1,2.9,1.4,7.5,2.3,14.3,3.8,23.5,3.9,18.2,3.8,30.3,4.4,147319,9084,N,N,(X),(X),(X),(X),(X),(X),5475,443,8.3,3.2,7.7,3.4,6,2.4,15.4,5.2,15,4.7,19.9,4.2,10.2,3.3,10,2.8,4.4,2.5,3.1,1.7,47998,4146,65503,10312,(X),(X),(X),(X),35.7,(X)
860Z200US14227,ZCTA5 14227,10075,444,2.8,0.8,2.3,1.2,10.3,3.1,8.1,1.7,13.1,2.7,18.1,3.1,13.4,2.4,19.8,2.7,9,1.9,3,1.1,67349,4518,80300,3542,39.5,(X),(X),(X),(X),(X),5538,474,1,0.8,0.9,1.1,4.9,4.7,4.2,1.7,7.4,2.4,16.3,4,16.4,3.6,30.2,4.6,14.5,3.1,4.2,1.6,97460,5741,102407,5636,(X),(X),37.5,(X),(X),(X),4037,391,0.4,0.7,0,1,2.5,2.1,2.8,1.7,4.9,1.8,13.7,3.5,19.1,4.4,33,5,18.2,3.8,5.2,2.1,109725,8078,N,N,(X),(X),(X),(X),(X),(X),4537,422,5.8,1.8,5.2,2.5,15.9,5.3,12.9,3.5,19.6,5.4,20.8,4.8,11.1,3.4,6.5,2.7,1.3,1.1,0.9,1,41476,3754,50384,3988,(X),(X),(X),(X),41.7,(X)
860Z200US14228,ZCTA5 14228,10119,515,8.9,2.9,3.7,1.2,9.3,3,4.7,1.5,9.2,2.3,15.1,2.5,14.1,3.4,17.5,2.8,7.9,2,9.6,2.8,72426,7423,92879,7677,39.1,(X),(X),(X),(X),(X),4902,393,1.9,1.3,0.9,1.1,2.1,1.2,2.9,2.1,7.1,3.5,16.3,3.4,17.7,6,24.7,4.8,10,3.1,16.4,5.2,102137,14886,125430,12337,(X),(X),39.6,(X),(X),(X),3360,344,0.5,0.8,0.5,0.8,1.6,1.3,2.6,2.6,3.4,2.4,13.4,3.7,13.7,6.5,28.1,6.1,14,4.5,22.3,7.4,127232,16583,N,N,(X),(X),(X),(X),(X),(X),5217,466,15.4,5.6,6.4,2.2,16,5.4,6.4,2.3,12.3,3.5,13.8,3.5,10.8,3.9,9.7,3.6,5.9,2.9,3.1,1.7,42518,7781,61382,8518,(X),(X),(X),(X),38.2,(X)
860Z200US14260,ZCTA5 14260,0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
860Z200US14261,ZCTA5 14261,0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),-,(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),(X),(X),0,13,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,(X),(X),(X),(X),-,(X)
